ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Political Ideology _1,Party Affiliation _1,Voting,G2-Timer_First Click,G2-Timer_Last Click,G2-Timer_Page Submit,G2-Timer_Click Count,g2-field-study,g2-field-work,g2q2_1,g2q2_2,g2q3a,g2q3b,g2q3c,g2p4_1,g2p4_2,G1-Timer_First Click,G1-Timer_Last Click,G1-Timer_Page Submit,G1-Timer_Click Count,G1_control,G1_republican,G1_democratic,G1_Q2_allgroups,G1_Q3_allgroups,G1_Q4_allgroups,G3-Timer_First Click,G3-Timer_Last Click,G3-Timer_Page Submit,G3-Timer_Click Count,g3q1_1,g3q1_2,g3q1_3,g3q3,g3q2-attention check,G5_timer_First Click,G5_timer_Last Click,G5_timer_Page Submit,G5_timer_Click Count,G5q1_trust_headline,G5q2_successful,G5q3_trust_platforms_1,G5q3_trust_platforms_2,G5q3_trust_platforms_3,G5q3_trust_platforms_4,G5q3_trust_platforms_5,G7_timer_First Click,G7_timer_Last Click,G7_timer_Page Submit,G7_timer_Click Count,G7Q1,G7Q2,G7Q3,G7Q4,G13-Timer_First Click,G13-Timer_Last Click,G13-Timer_Page Submit,G13-Timer_Click Count,G13_DV,G14_timer_First Click,G14_timer_Last Click,G14_timer_Page Submit,G14_timer_Click Count,G14_Axis1_IOcooperat,G14_Axis1_sovereignt,G14_Axis2_democracy,G14_Axis2_strongman,G14_Axis2_majority,G14_Axis2_constituti,Overall_ManipulCheck,Overall_ManipulCheck_DO,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,state,Create New Field or Choose From Dropdown...,FL_76_DO,Group2_Gender&AcademicCapability-FirstHalf_DO,Group1_CampaignFinance_DO,Group3_ImmigrantsOrigins_DO,Group5_MistrustSocialMedia_DO,Group7_JunkfoodAds_DO,Group13_AITrust_DO,Group14_Authoritarianism&AmericanRights_DO
R_3KxCpAidxIKJD9c,32.6609,-97.0342,anonymous,EN,0.899999976,Yes,Male,,1981,Two or more races,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$50,000-$74,999",Texas,Suburban,,Very Concservative,Strong Republican,Republican candidate,1.881,34.534,35.173,10,Na,Construction ,Good,Average,,,"External help (tutors, parents)",Poor,Average,4.05,25.028,27.437,9,,Support,,"Democrats, by a little",5000,No,1.161,54.519,55.953,25,To a very great extent,To a very great extent,To a very great extent,"Yes, I have friends who are immigrants.,Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,2.241,23.42,24.1,16,Can't say,Unlikely,Likely,Uncertain/Undecided,Unlikely,Very Unlikely,Uncertain/Undecided,5.909,20.998,32.516,8,Yes,Healthy,I'd probably say yes.,Strongly Disagree,4.468,21.848,22.773,4,Human assisted by AI,5.138,49.849,51.038,17,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Trust of social media platforms|Campaign finance or donation limit,6819a51e-73b1-65fd-5150-e6ee440461ce,44,1,6,15,1,3,4,3,75052,,,Group3_ImmigrantsOrigins|Group13_AITrust|Group5_MistrustSocialMedia|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5ez7WK52SxkyLJH,42.2103,-83.157,anonymous,EN,0.600000024,Yes,Male,,1966,White,Not Hispanic or Latino,Bachelor’s degree,Working part-time,"$25,000-$49,999",Michigan,Suburban,,Somewhat Liberal,Democrat,Democratic candidate,1.53,57.241,57.977,9,Environmental ,Environmental remediation ,Good,Excellent,,Natural brilliance,,Excellent,Average,4.845,39.898,40.654,8,,Support,,"Republicans, by a lot",1000,No,5.34,44.695,45.583,9,To a somewhat great extent,To a great extent,To a great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,47.132,84.089,84.701,13,Strongly Distrust,Can't say,Very Unlikely,Likely,Unlikely,Very Unlikely,Unlikely,2.921,25.973,47.385,13,Yes,Moderate,I'd probably say yes.,Disagree,9.211,33.295,33.999,6,Collaboration between AI and Human (50-50),7.732,92.601,93.301,22,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|Evaluating a student's academic performance|Trust of social media platforms|A case heard and decided by the International Criminal Court,6819a432-4a96-6a54-c80a-d805edeaa9f5,58,1,5,1,1,6,1,2,48192,,,Group7_JunkfoodAds|Group13_AITrust|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_199i1TvvFMHFgxH,38.9635,-76.9672,anonymous,EN,0.899999976,Yes,Female,,1968,Black or African American,Not Hispanic or Latino,Bachelor’s degree,Working part-time,"Less than $25,000",Maryland,Rural,,Moderate,Democrat,Democratic candidate,3.842,34.957,35.693,7,Criminal Justice ,Security ,Good,Good,,Strong work ethic,,Excellent,Average,5.418,22.521,30.18,7,,,Neither support or oppose,Both parties receive similar amounts,100000,No,1.191,41.942,41.956,13,To a moderate extent,To a small extent,To a small extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,1.448,50.793,51.633,20,Can't say,Can't say,Uncertain/Undecided,Likely,Uncertain/Undecided,Unlikely,Very Unlikely,3.101,65.946,66.456,13,Yes,Moderate,I'd probably say yes.,Neither Agree nor Disagree,1.001,38.568,39.366,11,Human alone,3.216,29.948,30.699,13,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Trust of social media platforms,Campaign finance or donation limit|Trust of social media platforms|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court,6819a506-f152-c339-2dd9-3550568d6398,57,2,7,2,1,6,1,3,20705,,,Group3_ImmigrantsOrigins|Group13_AITrust|Group5_MistrustSocialMedia|Group7_JunkfoodAds|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_1ETMZSUujdgy95D,35.0514,-89.9265,anonymous,EN,0.600000024,Yes,Female,,1973,Black or African American,Not Hispanic or Latino,"Some college, but no degree",A homemaker or stay-at-home parent,"$25,000-$49,999",Tennessee,Suburban,,Somewhat Conservative,Democrat,Democratic candidate,3.8,36.143,40.254,12,I don't work ,N/a,Excellent,Excellent,,,Natural brilliance,Good,Good,6.601,39.318,40.591,9,Neither support or oppose,,,"Republicans, by a lot",1 million ,No,1.488,41.535,42.986,11,To a moderate extent,To a great extent,To a very small extent,"Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,31.859,68.697,69.314,17,Strongly Distrust,Very Unlikely,Very Likely,Very Unlikely,Unlikely,Very Unlikely,Very Unlikely,2.4,31.35,32.446,19,Yes,Moderate,I'd think about it.,Agree,15.633,17.8,21.42,3,Human alone,7.7,60.705,61.961,16,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Trust of social media platforms,6819a2c2-73bf-5422-9719-09d34ca49a70,51,1,5,2,1,4,1,3,38115,,,Group7_JunkfoodAds|Group5_MistrustSocialMedia|Group14_Authoritarianism&AmericanRights|Group13_AITrust|Group3_ImmigrantsOrigins|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_1BfzypwKy4hnIs9,32.6917,-117.1151,anonymous,EN,1,Yes,Male,,1989,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$50,000-$74,999",California,Urban,,Very Concservative,Republican,Republican candidate,0.973,36.332,37.67,11,Criminal justice,Construction ,Excellent,Good,Natural brilliance,,,Excellent,Excellent,10.582,52.333,53.417,12,,Somewhat oppose,,"Republicans, by a lot",10000,No,10.195,35.951,36.35,12,To a very great extent,To a very great extent,To a very great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,8.794,42.203,42.594,32,Can't say,Can't say,Uncertain/Undecided,Uncertain/Undecided,Unlikely,Likely,Very Likely,1.825,32.395,33.281,30,Yes,Healthy,I'd probably say yes.,Agree,9.475,16.77,16.989,5,AI alone,9.447,86.729,87.944,25,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Agree,A case heard and decided by the International Criminal Court,Trust of social media platforms|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Campaign finance or donation limit,6819a45f-95f6-0490-d014-c8b301ab5156,35,1,1,1,1,5,2,4,92109,,,Group3_ImmigrantsOrigins|Group7_JunkfoodAds|Group5_MistrustSocialMedia|Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_SongColl|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_11bkKdh2oTEJSMF,47.3798,-122.2893,anonymous,EN,0.699999988,Yes,Male,,2005,Asian,Hispanic or Latino,High school diploma or GED,Student,"$25,000-$49,999",Washington,Suburban,,Moderate,Independent,Democratic candidate,1.215,36.157,37.289,6,Human Resources,None,Excellent,Excellent,,Natural brilliance,,Excellent,Excellent,16.949,27.879,41.786,7,,Oppose,,"Republicans, by a lot",Kts,No,2.222,40.342,41.682,11,To a somewhat great extent,To a great extent,To a great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,6.547,19.419,20.021,13,Strongly Distrust,Very Unlikely,Very Unlikely,Unlikely,Unlikely,Uncertain/Undecided,Very Unlikely,1.201,58.986,59.338,11,Yes,Healthy,I'd probably say yes.,Strongly Agree,0.902,19.706,20.864,8,Human alone,1.557,19.829,20.489,16,Agree,Agree,Agree,Agree,Agree,Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|Trust of social media platforms|Campaign finance or donation limit|A case heard and decided by the International Criminal Court,6819a550-aeef-b9cb-5c1a-ae8180df70de,19,1,18,8,1,2,3,4,98178,,,Group7_JunkfoodAds|Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia|Group14_Authoritarianism&AmericanRights|Group13_AITrust|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_62fDfKyFJZIN5J2,44.3567,-98.2245,anonymous,EN,0.899999976,Yes,Male,,2000,White,Not Hispanic or Latino,High school diploma or GED,Working part-time,"$25,000-$49,999",South Dakota,Urban,,Moderate,Republican,Republican candidate,1.326,35.555,36.783,12,Masters,Accounting,Average,Good,Natural brilliance,,,Good,Poor,4.431,60.793,62.035,13,,Somewhat support,,"Republicans, by a little","1
1500000",No,0.722,63.157,64.782,18,To a small extent,To a small extent,To a moderate extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,1.076,53.758,55.154,20,Strongly Distrust,Likely,Likely,Unlikely,Unlikely,Uncertain/Undecided,Very Unlikely,4.387,66.469,67.282,13,Yes,Moderate,I'd think about it.,Agree,1.278,19.238,20.127,2,Human assisted by AI,5.702,60.934,61.945,15,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,A case heard and decided by the International Criminal Court|Campaign finance or donation limit|Evaluating a student's academic performance|Trust of social media platforms,6819a494-9b94-74fb-594b-a3ca54c261d8,25,1,1,1,1,2,4,2,57350,,,Group7_JunkfoodAds|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights|Group13_AITrust|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_1X09P46nNQBLQJr,40.6739,-73.9358,anonymous,EN,0.800000012,Yes,Male,,1993,Black or African American,Not Hispanic or Latino,High school diploma or GED,Unemployed and looking for work,"Less than $25,000",New York,Urban,,Moderate,Democrat,Democratic candidate,1.531,19.959,20.49,8,Technology ,Reality ,Average,Average,,Strong work ethic,,Average,Average,0.67,33.755,34.45,14,,,Somewhat support,"Democrats, by a lot",10 million,No,0.734,15.382,15.93,15,To a small extent,To a small extent,To a moderate extent,"Yes, I have friends who are immigrants.",The impact of climate change on the American society,0.976,24.48,25.271,32,Can't say,Can't say,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Unlikely,Unlikely,0.619,18.8,33.13,23,Yes,Moderate,I'd probably say yes.,Agree,0.758,34.614,35.27,20,Human assisted by AI,0.64,19.093,20.058,30,Agree,Agree,Agree,Neutral,Neutral,Neutral,A case heard and decided by the International Criminal Court,A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Campaign finance or donation limit|Trust of social media platforms,6819a5cc-f7e3-ac5a-6892-b71b9def5b74,31,1,1,2,1,2,1,1,11233,,,Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group13_AITrust|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group5_MistrustSocialMedia,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_instagram|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_3F2WDH9d8YsQQHT,34.0486,-118.1796,anonymous,EN,1,Yes,Male,,1982,White,Hispanic or Latino,Bachelor’s degree,Student,"$150,000 or more",California,Urban,,Very Liberal,Strong Republican,Republican candidate,1.356,28.131,28.762,13,Architecture,Other,Excellent,Excellent,Natural brilliance,,,Excellent,Excellent,1.899,75.093,76.389,13,,,Support,"Democrats, by a lot",Other,Yes,1.212,17.066,18.363,10,To a very great extent,To a very great extent,To a very great extent,"No, I do not personally know any immigrants.",The impact of climate change on the American society,2.795,24.185,25.266,16,Strongly Trust,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,1.064,41.465,42.843,19,Yes,Very Healthy,I'd grab it instantly!,Strongly Agree,1.185,16.191,16.872,12,AI alone,0.807,133.336,134.219,20,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Evaluating a student's academic performance,Evaluating a student's academic performance|Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Trust of social media platforms,6819a53a-4df1-911c-009a-013f552279fe,43,1,1,15,2,6,1,4,90033,,,Group13_AITrust|Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia|Group7_JunkfoodAds|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7YrzexFu2wNM1eD,39.7351,-105.0269,anonymous,EN,0.899999976,Yes,Female,,1950,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,"$25,000-$49,999",Colorado,Suburban,,Very Liberal,Strong Democrat,Democratic candidate,1.743,35.377,35.3,19,English ,Bookseller ,Excellent,Excellent,,,Natural brilliance,Excellent,Excellent,1.197,29.832,31.39,15,,,Somewhat support,"Republicans, by a lot",500000,Yes,1.232,27.118,29.776,18,To a very great extent,To a very great extent,To a very great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,1.513,48.884,50.176,22,Can't say,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,1.451,25.569,30.901,15,No,Moderate,I'd probably say yes.,Neither Agree nor Disagree,3.568,39.337,39.828,18,Human alone,1.108,64.445,65.421,28,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Trust of social media platforms|Campaign finance or donation limit|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court,6819a59b-9546-8a94-30f2-4b10265dcfea,74,2,3,1,1,8,8,4,80228,,,Group7_JunkfoodAds|Group1_CampaignFinance|Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights|Group13_AITrust|Group5_MistrustSocialMedia,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_Collab|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_3uQVmapCcU0eXpK,33.4085,-94.1819,anonymous,EN,0.899999976,Yes,Female,,1988,Black or African American,Not Hispanic or Latino,Associates or technical degree,Working full-time,"$25,000-$49,999",Texas,Urban,,Very Liberal,Democrat,Democratic candidate,1.923,154.158,155.523,10,Finance,HR manager,Good,Average,,,Strong work ethic,Good,Good,1.132,88.133,89.701,12,,,Support,"Democrats, by a lot",120,Yes,10.108,18.858,19.643,8,To a very great extent,To a somewhat great extent,To a moderate extent,"Yes, I have friends who are immigrants.",The impact of climate change on the American society,5.488,28.102,29.001,11,Strongly Trust,Very Likely,Unlikely,Likely,Very Likely,Uncertain/Undecided,Uncertain/Undecided,18.692,97.002,97.538,12,Yes,Healthy,I'd think about it.,Strongly Agree,1.495,30.259,32.194,4,Human alone,1.455,42.402,43.301,15,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Trust of social media platforms,Campaign finance or donation limit|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Trust of social media platforms,6819a453-7b18-bd93-8abd-bbab9e033caf,36,2,4,2,1,6,1,3,75501,,,Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group13_AITrust|Group7_JunkfoodAds|Group14_Authoritarianism&AmericanRights|Group5_MistrustSocialMedia,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5SrCviCHubwImmC,36.3266,-84.1928,anonymous,EN,0.899999976,Yes,Female,,1977,White,Not Hispanic or Latino,High school diploma or GED,Working full-time,"Less than $25,000",Virginia,Rural,,Moderate,Republican,Republican candidate,2.92,51.175,52.14,9,Na,Restaurant ,Excellent,Excellent,Natural brilliance,,,Excellent,Excellent,2.702,62.963,64.116,12,,Oppose,,"Republicans, by a lot",5000,No,1.984,62.73,63.734,12,To a somewhat great extent,To a moderate extent,To a great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,7.694,60.979,61.88,20,Can't say,Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,2.284,27.528,31.447,11,Yes,Unhealthy,I'd grab it instantly!,Strongly Agree,4.396,37.801,38.536,6,Human assisted by AI,12.134,79.611,80.386,15,Neutral,Agree,Agree,Neutral,Agree,Agree,A case heard and decided by the International Criminal Court,Trust of social media platforms|Campaign finance or donation limit|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court,6819a4da-a3ee-6434-aab0-c3c7e8104428,47,2,2,1,1,2,2,3,24219,,,Group5_MistrustSocialMedia|Group1_CampaignFinance|Group7_JunkfoodAds|Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_tiktok|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_BlogWrit|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
